Title,Date Added,Age,IMDb,Netflix,Hulu,Prime Video,Disney+,Original Network,Netflix Exclusive Regions,Original,Type,Genre,Rating
The Magnificent Seven,-,-,7.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
All or Nothing: Brazil National Team,-,16+,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
All or Nothing: New Zealand All Blacks,-,16+,8.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
7 Deadly Sins,-,18+,7.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Captain N and the New Super Mario World,-,all,6.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Big Comfy Couch,-,all,7.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Accidentally on Purpose,-,7+,6.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
On Death Row,-,7+,8.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Brain with Dr. David Eagleman,-,7+,8.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Mike Hammer,-,7+,6.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Border,-,7+,6.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Ray Bradbury Theater,-,7+,7.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Crisis in Six Scenes,-,7+,6.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Top Shot,-,7+,7.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Empress Ki,-,all,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Peter Gunn,-,-,8.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Bobby's World,-,all,7.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Charlie Jade,-,16+,7.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Strange Empire,-,16+,6.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Amazon,-,-,7.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Petticoat Junction,-,all,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
This Is Football,-,16+,8.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Tales of the Unexpected,-,-,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Missing,-,16+,6.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Superheroes: A Never-Ending Battle,-,7+,8.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Whites,-,18+,7.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Team Umizoomi,-,all,6.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Saddle Club,-,all,5.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Street Fighter: Resurrection,-,16+,6.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Oddities,-,7+,8.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Mayday,-,-,6.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Rescue: Special Ops,-,-,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Captain Scarlet and the Mysterons,-,all,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Martha Speaks,-,all,6.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Dinosaur Train,-,all,6.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Beat,-,18+,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Russell Peters: Deported,-,-,6.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Анна-детективъ,-,16+,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Re:Creators,-,18+,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Principal,-,18+,7.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Beowulf: Return to the Shieldlands,-,7+,5.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Secret Smile,-,-,6.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Moby Dick,-,7+,6.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Moby Dick,-,18+,6.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
How We Got to Now,-,7+,8.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Man from Snowy River,-,7+,7.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Hamish Macbeth,-,-,7.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Charlie and Lola,-,all,6.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Lorena,-,18+,7.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Vietnam in HD,-,-,8.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Killing Bites,-,18+,6.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
MonsterQuest,-,7+,7.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Ronja the Robber's Daughter,-,7+,7.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Genius by Stephen Hawking,-,all,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Teen Mom 2,-,7+,4.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Where on Earth is Carmen Sandiego?,-,7+,7.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Just Add Magic: Mystery City,-,all,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Restoration Man,-,-,7.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Tumble Leaf,-,all,8.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Steven Seagal: Lawman,-,16+,6.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Barney & Friends,-,all,3.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Le Mans: Racing is Everything,-,7+,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
This Giant Beast That Is The Global Economy,-,16+,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Blue Rose,-,-,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Yancy Derringer,-,16+,7.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Hotel Impossible,-,7+,7.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
"Car 54, Where Are You?",-,-,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Hunger,-,18+,6.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
My Mother and Other Strangers,-,16+,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
London Irish,-,-,7.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,-,16+,5.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Odd Squad,-,all,6.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Land of the Lost,-,-,6.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Ice Pilots NWT,-,7+,7.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Free to Choose,-,-,9.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Dangerous Book for Boys,-,7+,5.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Hitorijime My Hero,-,-,6.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Secret Agent,-,-,8.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Strictly Sexual The Series,-,18+,6.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Gidget,-,all,6.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Continuum,-,-,6.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Ivanhoe,-,7+,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Danger Man,-,7+,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The New Yorker Presents,-,18+,6.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Dark Knight,-,13+,5.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Unsealed: Alien Files,-,-,6.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Bat Masterson,-,-,7.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Peep and the Big Wide World,-,all,6.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Fetch! with Ruff Ruffman,-,all,7.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Harmony with A R Rahman,-,-,9.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Greatest Love,-,16+,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Anna Karenina,-,18+,6.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Funny or Die Presents,-,18+,5.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Maddigan's Quest,-,-,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Shaktimaan,-,-,8.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Becoming Human,-,16+,7.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Time of Our Lives,-,-,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Raw,-,-,7.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Everest: Beyond the Limit,-,7+,8.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
William and Mary,-,-,7.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Everyday Driver,-,-,9.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
After the Rain,-,18+,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Empire of the Tsars: Romanov Russia with Lucy Worsley,-,7+,7.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Edwardian Country House,-,-,8.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Hammer House of Horror,-,18+,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Field of Blood,-,18+,7.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Hoarding: Buried Alive,-,7+,6.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Mysterious Play,-,16+,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Delivery Man,-,16+,7.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Einstein,-,-,6.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Hopalong Cassidy,-,-,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Deltora Quest,-,all,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Little Women: Dallas,-,16+,6.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Supermarket Sweep,-,all,7.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Straits,-,-,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Bridget & Eamon,-,16+,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Very British Problems,-,-,7.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Witness,-,-,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Mata Hari,-,-,6.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Long Strange Trip,-,18+,8.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Space Precinct,-,-,6.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Gordon Behind Bars,-,-,7.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Timmy Time,-,all,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Laid,-,-,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Felix the Cat,-,-,6.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Bikini Destinations,-,18+,6.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Valemont,-,7+,5.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Lillie,-,-,8.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
London's Burning,-,-,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Hole in the Wall,-,all,3.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Boundless,-,-,8.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Maggie and the Ferocious Beast,-,all,6.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Thunderbirds Are Go!,-,all,6.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Step Dave,-,all,7.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Jessica,-,16+,7.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Broken Blade,-,18+,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Lucky Dog,-,all,8.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Go Girls,-,18+,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
UFO Hunters,-,7+,6.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Girls' Last Tour,-,16+,7.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Adventures of Robin Hood,-,-,7.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Fabric of the Cosmos,-,-,8.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Great British Railway Journeys,-,all,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
City of Vice,-,-,7.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
James May's Toy Stories,-,7+,8.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Kicks,-,all,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Hitoshi Matsumoto Presents Documental,-,-,8.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Sarazanmai,-,7+,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Tornado Chasers,-,-,8.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Dino Dana,-,all,6.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
All or Nothing: The Michigan Wolverines,-,-,7.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Candle in the Tomb,-,-,7.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Romeo y Julieta,-,-,6.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The New Adventures of Flash Gordon,-,7+,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Inside the Ambulance,-,-,8.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Defenders of the Earth,-,7+,7.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Acapulco H.E.A.T.,-,16+,5.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Real McCoys,-,-,7.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Sophia,-,-,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Sigmund and the Sea Monsters,-,all,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
David el gnomo,-,all,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Kratts' Creatures,-,all,8.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Budding Prospects,-,18+,7.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Last Place on Earth,-,16+,8.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Fury,-,-,7.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Adventures of Maya the Honey Bee,-,all,6.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Gymkhana Files,-,-,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Merlin's Apprentice,-,16+,5.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Nova ScienceNow,-,all,8.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Prime Suspect: Tennison,-,16+,7.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
All or Nothing: The Dallas Cowboys,-,18+,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Highlander: The Raven,-,7+,5.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Gator Boys,-,-,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Mamon,-,-,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
WordWorld,-,all,6.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Nanny 911,-,7+,5.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Unscripted,-,-,7.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Salvage Hunters,-,-,7.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Sensing Murder,-,-,6.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Pete the Cat,-,all,7.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
True Tears,-,7+,7.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
JourneyQuest,-,-,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
East West 101,-,18+,7.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Green Paradise,-,all,9.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Life In Squares,-,-,6.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Shakespeare Uncovered,-,-,8.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
One Mic Stand,-,-,6.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Alice in Paris,-,-,8.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Urban Legends,-,-,6.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Boarding School Juliet,-,16+,6.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Hooked,-,18+,7.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Lorna Doone,-,-,6.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Hearts Afire,-,7+,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
10.5: Apocalypse,-,-,4.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Lost in Oz,-,7+,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Dino Dan,-,all,5.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Finding Bigfoot,-,7+,4.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Kannazuki no Miko,-,16+,6.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Great Expectations,-,18+,7.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Peg + Cat,-,all,7.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Pioneers of Television,-,7+,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Tangle,-,-,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Inuyashiki Last Hero,-,-,6.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Eat the World with Emeril Lagasse,-,16+,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The History of Tom Jones,-,-,7.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Shifting Gears with Aaron Kaufman,-,-,5.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Namaste Yoga,-,-,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Pensacola: Wings of Gold,-,-,6.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Most Haunted,-,-,5.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Grimoire of Zero,-,16+,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Flipper,-,-,5.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
"Kokkoku, Moment by Moment",-,18+,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Canimals,-,all,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Jury,-,-,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
18 to Life,-,-,6.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
American Ripper,-,16+,6.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
HBO Comedy Half-Hour,-,7+,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Fireball XL5,-,7+,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Just Because!,-,7+,6.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Soviet Storm: WWII in the East,-,7+,-,0.0,0.0,1.0,0.0,-,-,False,-,-,-
El Dorado,-,-,4.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Love in a Cold Climate,-,-,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Worricker,-,-,8.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
50 Ways To Kill Your Mammy,-,-,8.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Meet the Romans with Mary Beard,-,-,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Underground,-,18+,5.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Roy Rogers Show,-,-,7.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
La Femme Musketeer,-,-,5.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Shirley Temple's Storybook,-,-,7.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Til Debt Do Us Part,-,-,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Fireman Sam,-,all,6.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Fighter of the Destiny,-,-,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Nature Cat,-,all,7.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Blade of the Immortal,-,16+,6.7,0.0,0.0,1.0,0.0,Netflix,"Spain, Sweden, Poland and Czech Republic[270]",True,-,-,-
Happy Sugar Life,-,-,6.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Clifford's Puppy Days,-,all,6.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Wild Boys,-,7+,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Girl/Girl Scene,-,18+,5.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
When We Go to War,-,16+,7.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
1st & Ten,-,-,6.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Danny Thomas Show,-,all,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Simple Life,-,16+,3.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Legend of William Tell,-,-,7.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
L.A. Heat,-,-,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Geeking Out,-,-,7.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Legend of Prince Valiant,-,all,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
IRODUKU: The World in Colors,-,16+,7.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Body & Soul,-,-,8.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Princess Principal,-,18+,7.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The R.I.P. Files,-,-,7.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Six Dreams,-,-,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Flash Gordon,-,7+,4.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Black Widows,-,-,6.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Beatless,-,-,5.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Veil,-,-,7.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Leah Remini: It's All Relative,-,16+,6.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Sea Hunters,-,all,8.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Cape Town,-,16+,6.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Stingray,-,-,7.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Occult History of the Third Reich,-,-,7.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Fluffy's Food Adventures,-,7+,6.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Brief,-,-,7.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Rebel,-,16+,5.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
"Philip Marlowe, Private Eye",-,-,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Transformers: Combiner Wars,-,16+,5.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Rebel,-,-,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Walking Through History,-,-,8.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
In Justice,-,-,7.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Barter Kings,-,7+,5.0,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Angel's Friends,-,-,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
An American Girl Story - Melody 1963: Love Has to Win,-,all,7.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Metropolis,-,-,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Decoy,-,-,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Date My Dad,-,all,7.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
"If It's for My Daughter, I'd Even Defeat a Demon Lord",-,-,-,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Annoying Orange,-,7+,-,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Starhunter ReduX,-,-,5.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Crime Investigation Australia,-,18+,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Niko and the Sword of Light,-,all,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Mr. Lucky,-,-,7.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Eleven,-,16+,6.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Blippi,-,all,8.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Annedroids,-,all,6.2,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Bizarre ER,-,-,7.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
GetBackers,-,16+,7.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
A Very British Coup,-,18+,8.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
This Is Personal: The Hunt for the Yorkshire Ripper,-,-,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
ToddWorld,-,-,6.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Child Genius,-,7+,6.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Oasis,-,18+,8.3,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Plane Resurrection,-,-,7.1,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Strange Events,-,-,4.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Atlantis High,-,all,7.9,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Welcome to the Ballroom,-,16+,7.7,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Julia and Jacques Cooking at Home,-,all,8.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Hive,-,all,6.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Homefront,-,16+,6.4,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Ancient Inventions,-,-,7.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
America Divided,-,16+,3.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Comicstaan,-,18+,6.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
The Casagrandes,-,-,6.5,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Hitler's bodyguard,-,7+,7.6,0.0,0.0,1.0,0.0,-,-,False,-,-,-
My Girlfriend is Shobitch,-,-,-,0.0,0.0,1.0,0.0,-,-,False,-,-,-
Enemy at the Door,-,-,7.8,0.0,0.0,1.0,0.0,-,-,False,-,-,-
